Observer,HM4.Order,HM4.Family,HM4.Latin.name,HM4.Common.name,HM4.Subspecies,Site,State.Province,County.District,Country,Captivity.details,Song_source,Catalog_number,Song_Locality,Signal_Type,No_notes_in_call_bout.song,No_of_Note_Types,IntraIndiv_variation,Single.Note.Number.Of.Notes,Single.Note.Duration.Of.Songs,Single.Note.Song.Pace,Note count the same as number of notes in song?,Edited by,Remarks,Note_Min_Freq_Average,Note_Min_Freq_Variance,Note.Max.Freq.Average,Note.Max.Freq.Variance,Note_Length_Average,Note_Length_Variance,Note_Bandwidth_Average,Note.Bandwidth.Variance,Note_Peak_Freq_Average,Note.Peak.Freq.Variance,Song_Peak_Freq,Song_Min_Freq,Song_Max_Freq,Duration.1st.note,Max.Freq.1st.note,Song.Bandwidth,Note.Count,Song.Duration,Duration.middle.note,Max.freq.middle.note,Duration.Final.Note,Max.Freq.Final.Note,Duration.longest.note,Note_Slope_Average,Note.Slope.Variance,Max.Note.Slope,Pause.Length.Average,Pause.Length.Variance,Note.Slope.first.note,Note.Slope.middle.note,Note.Slope.final.note,Duration.longest.pause,Pace1,Pace2,Pace3,Pace_Change_1,Pace_Change_2,Note_Rate,Freq_Change_1,Freq_Change_2,Dur_change_1,Dur_Change_2,Note_Slope_Ch1,Note_Slope_Ch2,Note_5._Freq,Note_95._Freq,Song_Min_Freq_5,Song_Max_Freq_95,Song.Freq.5..Variance,Song.Freq.95..Variance,Note_Bandwidth_90,Note.Bandwidth.90..Variance,Song_Bandwidth2,Note_Slope_2_Average,Note.Slope.2.Variance,Note_Slope_2_Max,X95..Freq1,X95..Freq2,X95..Freq3,X90..Bandwidth1,X90..Bandwidth2,X90..Bandwidth3,Peak.Freq1,Peak.Freq2,Peak.Freq3,Note.Slope1,Note.Slope2,Note.Slope3,Max.Power1,Max.Power2,Max.Power3
YZ,Passeriformes,Vireonidae B (erpornis),Erpornis zantholeuca,Erpornis,brunnescens,,Sabah,,Malaysia,,XC,XC446280,"Jianfengling, Hainan Sheng, China",,3,1,0,,,,Y,,,2904.03,876.41,3255.67,4149.63,0.14,0.00,351.63,3710.03,3143.83,8660.23,3186.90,2883.10,3314.00,0.14,3165.90,430.90,3.00,0.51,0.15,3314.00,0.12,3287.10,0.15,2544.35,137537.56,2816.34,0.05,0.00,2020.00,2816.34,2796.72,0.06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5.88,1.05,0.99,1.09,0.80,1.39,0.99,2985.93,3229.93,2928.50,3273.00,2884.83,3709.48,244.03,1651.21,344.50,1757.73,31234.01,1970.59,3143.80,3273.00,3273.00,215.30,301.50,215.30,3014.60,3186.90,3230.00,1537.86,1970.59,1764.75,82.10,83.30,81.20
YZ,Passeriformes,Vireonidae B (erpornis),Erpornis zantholeuca,Erpornis,brunnescens,,Sabah,,Malaysia,,XC,XC356424,"Măng Cành, Kon Plông, Kon Tum, Vietnam",,7,2,0,,,,Y,,,4325.90,514608.17,6134.97,107192.69,0.10,0.00,1809.09,341887.50,5638.40,262232.72,6140.60,3576.90,6549.60,0.04,5589.90,2972.70,7.00,0.86,0.04,6549.60,0.19,6350.70,0.19,33451.28,553670145.71,62775.00,0.03,0.00,49100.00,62775.00,6283.16,0.08,22.22,19.42,4.74,0.87,0.24,8.17,1.17,0.97,1.07,4.32,1.28,0.10,4727.67,5986.61,3890.60,6421.90,395776.77,132908.32,1258.94,155332.08,2531.30,23137.09,263342589.33,43679.55,5531.25,6023.45,6265.63,1500.00,1640.65,843.77,5179.70,5273.45,6187.50,36149.83,37646.75,4788.83,75.55,82.55,92.53
YZ,Passeriformes,Vireonidae B (erpornis),Erpornis zantholeuca,Erpornis,brunnescens,,Sabah,,Malaysia,,XC,XC360275,"Rainforest Discovery Center, Sepilok, Sabah, Borneo",,9,2,0,,,,Y,,,2612.46,144409.06,7004.20,520328.86,0.09,0.00,4391.74,399375.62,4675.09,907223.61,3746.80,2038.10,7609.00,0.02,5784.90,5570.90,9.00,1.07,0.14,7568.70,0.14,7609.00,0.15,76420.56,2351801369.53,148396.67,0.03,0.00,142854.17,36350.00,35745.59,0.05,28.57,7.89,5.80,0.28,0.74,8.44,1.31,1.01,5.92,0.96,0.25,0.98,3325.68,6589.17,2540.90,7321.30,201865.41,414625.13,3263.46,201853.61,4780.40,57852.18,1488160371.14,118433.33,5785.27,6962.40,7019.83,3043.37,3201.23,3545.77,4464.53,5067.50,4493.23,109341.11,39369.57,24845.84,86.87,94.50,92.90
CW,Eurypygiformes,Eurypygidae,Eurypyga helias,Sunbittern,helias (?),,,,,zoo specimen,XC,XC274931,Sucumbíos: Imuyacocha (Lagartococha),Song,1,1,0,5,26.071,0.191783975,Y,JT,Added single-note parameters and corrected note rate,1197.60,0.00,1385.40,0.00,1.31,0.00,187.90,0.00,1335.10,0.00,1335.10,1197.60,1385.40,1.31,1385.40,187.80,1.00,1.31,1.31,1385.40,1.31,1385.40,1.31,143.76,0.00,143.76,#DIV/0!,#DIV/0!,143.76,143.76,143.76,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,1292.00,1378.10,1292.00,1378.10,0.00,0.00,86.10,0.00,86.10,65.88,0.00,65.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Eurypygiformes,Eurypygidae,Eurypyga helias,Sunbittern,helias (?),,,,,zoo specimen,XC,XC257472,Sucumbíos: Imuyacocha (Lagartococha),Song,1,1,0,5,21.629,0.231171113,Y,JT,Added single-note parameters and corrected note rate,1427.90,0.00,1735.10,0.00,1.24,0.00,307.20,0.00,1550.40,0.00,1550.40,1427.90,1735.10,1.24,1735.10,307.20,1.00,1.24,1.24,1735.10,1.24,1735.10,1.24,246.95,0.00,246.95,#DIV/0!,#DIV/0!,246.95,246.95,246.95,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,1507.30,1679.60,1507.30,1679.60,0.00,0.00,172.30,0.00,172.30,138.50,0.00,138.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Eurypygiformes,Eurypygidae,Eurypyga helias,Sunbittern,helias (?),,,,,zoo specimen,XC,XC257471,"Sucumbíos: 'La Selva Jungle Lodge', n bank Río Napo",Song,1,1,0,6,25.448,0.235774914,Y,JT,Added single-note parameters and corrected note rate,1808.10,0.00,2066.40,0.00,0.72,0.00,258.30,0.00,1938.00,0.00,1938.00,1808.10,2066.40,0.72,2066.40,258.30,1.00,0.72,0.72,2066.40,0.72,2066.40,0.72,359.25,0.00,359.25,#DIV/0!,#DIV/0!,359.25,359.25,359.25,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,1894.90,2024.10,1894.90,2024.10,0.00,0.00,129.20,0.00,129.20,179.69,0.00,179.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Eurypygiformes,Eurypygidae,Eurypyga helias,Sunbittern,helias (?),,,,,zoo specimen,XC,XC108689,"Cristalino Jungle Lodge, MT",,1,1,N/A,2,10.473,0.190967249,Y,JT,Added single-note parameters and corrected note rate,1419.60,0.00,1710.20,0.00,1.44,0.00,290.60,0.00,1593.50,0.00,1593.50,1419.60,1710.20,1.44,1710.20,290.60,1.00,1.44,1.44,1710.20,1.44,1710.20,1.44,201.95,0.00,201.95,#DIV/0!,#DIV/0!,201.95,201.95,201.95,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,1550.40,1679.60,1550.40,1679.60,0.00,0.00,129.20,0.00,129.20,89.78,0.00,89.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YZ,Eurypygiformes,Eurypygidae,Eurypyga helias,Sunbittern,helias (?),,,,,zoo specimen,XC,XC381943,"Pantanal Wildlife Center, MT, Brazil",Song,1,1,0,9,40.776,0.220718069,Y,,,1520.70,NA,1797.90,NA,1.10,NA,277.20,NA,1593.50,NA,1593.50,1520.70,1797.90,1.10,1797.90,277.20,1.00,1.10,1.10,1797.90,1.10,1797.90,1.10,253.15,NA,253.15,NA,NA,253.15,253.15,253.15,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,1550.40,1722.70,1550.40,1722.70,NA,NA,172.30,NA,172.30,157.35,NA,157.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YZ,Eurypygiformes,Eurypygidae,Eurypyga helias,Sunbittern,helias (?),,,,,zoo specimen,XC,XC445372,"Cristalino Jungle Lodge, Alta Floresta, Mato Grosso, Brazil",Song,1,1,0,6,33.371,0.17979683,Y,,,1386.00,NA,1742.50,NA,1.04,NA,356.40,NA,1546.90,NA,1546.90,1386.00,1742.50,1.04,1742.50,356.50,1.00,1.04,1.04,1742.50,1.04,1742.50,1.04,342.03,NA,342.03,NA,NA,342.03,342.03,342.03,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,1500.00,1640.60,1500.00,1640.60,NA,NA,140.60,NA,140.60,134.93,NA,134.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YZ,Eurypygiformes,Eurypygidae,Eurypyga helias,Sunbittern,helias (?),,,,,zoo specimen,XC,XC521475,"Cristalino Jungle Lodge, MT, Brazil",Song,1,1,0,3,9.81,0.305810398,Y,,,1368.30,NA,1662.00,NA,1.09,NA,293.70,NA,1550.40,NA,1550.40,1368.30,1662.00,1.09,1662.00,293.70,1.00,1.09,1.09,1662.00,1.09,1662.00,1.09,268.71,NA,268.71,NA,NA,268.71,268.71,268.71,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,1464.30,1593.50,1464.30,1593.50,NA,NA,129.20,NA,129.20,118.21,NA,118.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,Coraciiformes,Coraciidae,Eurystomus gularis,Blue-throated Roller,gularis,,Central Region,,Ghana,,XC,XC176787,Kakum Nationalpark,Call,1,1,0,6,8.077,0.742850068,Y,JT,Resampled as single-note,2095.30,0.00,3112.20,0.00,0.26,0.00,1016.90,0.00,2885.40,0.00,2885.40,2095.30,3112.20,0.26,3112.20,1016.90,1.00,0.26,0.26,3112.20,0.26,3112.20,0.26,3881.30,0.00,3881.30,#DIV/0!,#DIV/0!,3881.30,3881.30,3881.30,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2325.60,3014.60,2325.60,3014.60,0.00,0.00,689.10,0.00,689.00,2630.15,0.00,2630.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Coraciiformes,Coraciidae,Eurystomus gularis,Blue-throated Roller,gularis,,Central Region,,Ghana,,XC,XC290379,Budongo Forest,Call,1,1,0,10,8.508,1.175364363,Y,JT,Resampled as single-note,2424.00,0.00,3164.80,0.00,0.29,0.00,740.80,0.00,2713.20,0.00,2713.20,2424.00,3164.80,0.29,3164.80,740.80,1.00,0.29,0.29,3164.80,0.29,3164.80,0.29,2581.18,0.00,2581.18,#DIV/0!,#DIV/0!,2581.18,2581.18,2581.18,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2540.90,3057.70,2540.90,3057.70,0.00,0.00,516.80,0.00,516.80,1800.70,0.00,1800.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Coraciiformes,Coraciidae,Eurystomus gularis,Blue-throated Roller,gularis,,Central Region,,Ghana,,XC,XC351905,Ankasa NR,Call,1,1,0,3,4.368,0.686813187,Y,JT,Resampled as single-note,2110.70,0.00,3011.90,0.00,0.32,0.00,901.20,0.00,2812.50,0.00,2812.50,2110.70,3011.90,0.32,3011.90,901.20,1.00,0.32,0.32,3011.90,0.32,3011.90,0.32,2781.48,0.00,2781.48,#DIV/0!,#DIV/0!,2781.48,2781.48,2781.48,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2250.00,2906.20,2250.00,2906.20,0.00,0.00,656.20,0.00,656.20,2025.31,0.00,2025.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YZ,Coraciiformes,Coraciidae,Eurystomus gularis,Blue-throated Roller,gularis,,Central Region,,Ghana,,XC,XC301500,New Eddubiase Forest South entrance,Song,1,1,0,9,22.93,0.39249891,Y,,,2163.30,NA,2997.00,NA,0.26,NA,833.70,NA,2584.00,NA,2584.00,2163.30,2997.00,0.26,2997.00,833.70,1.00,0.26,0.26,2997.00,0.26,2997.00,0.26,3194.25,NA,3194.25,NA,NA,3194.25,3194.25,3194.25,NA,NA,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,NA,2325.60,2799.30,2325.60,2799.30,NA,NA,473.70,NA,473.70,1814.94,NA,1814.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC367821,"Fortuna Forest Reserve, Chiriquí",Song,2,1,0,,,,Y,JT,Resampled to take just one call,1819.70,59.29,1981.50,0.00,0.13,0.00,161.80,59.29,1894.90,0.00,1894.90,1812.00,1981.50,0.14,1981.50,169.50,2.00,0.54,0.14,1981.50,0.12,1981.50,0.14,1232.62,929.86,1263.11,0.27,0.00,1202.13,1202.13,1263.11,0.27,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.73,1.00,1.00,1.00,0.87,1.00,1.05,1851.90,1938.00,1851.90,1938.00,0.00,0.00,86.10,0.00,86.10,658.19,2260.97,705.74,1938.00,1938.00,#DIV/0!,86.10,86.10,#DIV/0!,1894.90,1894.90,#DIV/0!,610.64,705.74,#DIV/0!,93.20,93.30,#DIV/0!
CW,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC275996,Carchi: Chilma,Song,2,1,0,,,,Y,JT,Resampled to take just one call,1787.20,237.16,2056.80,59.29,0.16,0.00,269.60,59.29,1916.45,464.40,1894.90,1771.80,2064.50,0.17,2049.10,292.70,2.00,0.51,0.17,2049.10,0.14,2064.50,0.17,1745.97,7309.35,1831.47,0.20,0.00,1660.48,1660.48,1831.47,0.20,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.96,1.00,1.01,1.00,0.86,1.00,1.10,1851.90,1959.55,1851.90,1981.10,0.00,464.40,107.65,464.40,129.20,709.53,37621.96,903.50,1938.00,1981.10,#DIV/0!,86.10,129.20,#DIV/0!,1894.90,1938.00,#DIV/0!,515.57,903.50,#DIV/0!,109.90,109.10,#DIV/0!
CW,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC398328,"Tandayapa Bird Lodge, Pichincha",,2,1,N/A,,,,Y,JT,Resampled to take just one call,1844.65,280.56,2020.70,70.56,0.24,0.00,176.10,70.56,1945.35,549.90,1921.90,1827.90,2029.10,0.24,2012.30,201.20,2.00,0.64,0.24,2012.30,0.24,2029.10,0.24,740.08,1474.84,778.48,0.16,0.00,778.48,778.48,701.67,0.16,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.13,1.00,1.01,1.00,1.01,1.00,0.90,1898.45,1992.20,1875.00,2015.60,549.90,547.56,93.80,0.00,140.60,394.12,2.74,395.78,1968.80,2015.60,#DIV/0!,93.80,93.80,#DIV/0!,1921.90,1968.80,#DIV/0!,395.78,392.47,#DIV/0!,108.20,103.00,#DIV/0!
CW,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC258582,Pichincha: Mindo area,,2,1,N/A,,,,Y,JT,Corrected number of note types,1790.45,861.42,2042.90,552.25,0.31,0.00,252.45,34.22,1959.55,464.40,1938.00,1761.10,2066.40,0.26,2019.40,305.30,2.00,0.76,0.26,2019.40,0.36,2066.40,0.36,834.49,22918.23,985.88,0.14,0.00,985.88,985.88,683.10,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.62,1.00,1.02,1.00,1.38,1.00,0.69,1916.45,2002.60,1894.90,2024.10,464.40,462.25,86.10,0.00,129.20,283.57,2030.48,328.63,1981.10,2024.10,#DIV/0!,86.10,86.10,#DIV/0!,1938.00,1981.10,#DIV/0!,328.63,238.50,#DIV/0!,108.10,107.40,#DIV/0!
CW,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC275997,Carchi: Chilma,,2,1,N/A,,,,Y,,,1637.85,34.22,1884.40,34.81,0.23,0.00,246.55,138.06,1808.80,0.00,1808.80,1632.00,1890.30,0.24,1878.50,258.30,2.00,0.67,0.24,1878.50,0.22,1890.30,0.24,1071.53,9457.99,1168.78,0.21,0.00,974.27,974.27,1168.78,0.21,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.98,1.00,1.01,1.00,0.92,1.00,1.20,1765.70,1830.35,1765.70,1851.90,0.00,464.40,64.60,462.25,86.20,284.22,11104.37,389.59,1808.80,1851.90,#DIV/0!,43.10,86.10,#DIV/0!,1808.80,1808.80,#DIV/0!,178.84,389.59,#DIV/0!,109.70,108.50,#DIV/0!
CW,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC375556,"Rio tortuga San Francisco, Putumayo",,2,1,N/A,,,,Y,,,1610.95,205.92,1848.30,51.84,0.20,0.00,237.30,51.84,1781.20,0.00,1781.20,1596.60,1855.50,0.19,1855.50,258.90,2.00,0.60,0.19,1855.50,0.20,1841.10,0.20,1198.24,147.79,1210.40,0.20,0.00,1186.08,1186.08,1210.40,0.20,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.34,1.00,0.99,1.00,1.04,1.00,1.02,1734.40,1828.10,1734.40,1828.10,0.00,0.00,93.80,0.00,93.70,473.93,91.67,483.51,1828.10,1828.10,#DIV/0!,93.80,93.80,#DIV/0!,1781.20,1781.20,#DIV/0!,483.51,464.36,#DIV/0!,106.30,105.90,#DIV/0!
YZ,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC182273,"Fortuna, Antenna Road",Song,2,1,0,,,,Y,,,1869.20,62.41,2134.50,141.61,0.17,0.00,265.30,392.04,2015.60,0.00,2015.60,1861.30,2146.40,0.19,2122.60,285.10,2.00,0.54,0.19,2122.60,0.15,2146.40,0.19,1639.52,106723.96,1966.21,0.21,0.00,1312.83,1312.83,1966.21,0.21,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.71,1.00,1.01,1.00,0.78,1.00,1.50,1968.80,2062.50,1968.80,2062.50,0.00,0.00,93.80,0.00,93.70,574.25,5277.46,646.90,2062.50,2062.50,#DIV/0!,93.80,93.80,#DIV/0!,2015.60,2015.60,#DIV/0!,501.60,646.90,#DIV/0!,110.70,110.80,#DIV/0!
YZ,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC133161,"Fortuna Forest Reserve, Chiriquí",Song,2,1,0,,,,Y,,,1738.50,392.04,2063.20,141.61,0.25,0.00,324.75,63.20,1921.90,0.00,1921.90,1718.70,2075.10,0.23,2051.30,356.40,2.00,0.73,0.23,2051.30,0.28,2075.10,0.28,1302.42,22625.94,1452.84,0.23,0.00,1452.84,1452.84,1152.00,0.23,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.73,1.00,1.01,1.00,1.20,1.00,0.79,1875.00,1968.80,1875.00,1968.80,0.00,0.00,93.80,0.00,93.80,375.35,1173.61,409.61,1968.80,1968.80,#DIV/0!,93.80,93.80,#DIV/0!,1921.90,1921.90,#DIV/0!,409.61,341.09,#DIV/0!,109.00,112.50,#DIV/0!
YZ,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC98463,"Fortuna Forest Reserve, Chiriquí",Song,2,1,0,,,,Y,,,1803.35,504.00,2245.80,1536.64,0.29,0.00,442.40,282.24,2085.95,549.90,2109.40,1780.90,2285.00,0.30,2285.00,504.10,2.00,0.75,0.30,2285.00,0.28,2206.60,0.30,1519.77,448.34,1540.94,0.17,0.00,1540.94,1540.94,1498.59,0.17,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.66,1.00,0.97,1.00,0.95,1.00,0.97,2015.60,2132.80,2015.60,2156.20,0.00,547.56,117.20,547.56,140.60,401.05,5007.71,471.81,2156.20,2109.40,#DIV/0!,140.60,93.80,#DIV/0!,2109.40,2062.50,#DIV/0!,471.81,330.28,#DIV/0!,108.70,108.20,#DIV/0!
YZ,Passeriformes,Formicariidae,Formicarius rufipectus,Rufous-breasted Ant-thrush,rufipectus,,Chiriqui,"Los Planes, 12.6 Rd km N, On Gualaca-Chiriqui Grande Rd",Panama,,XC,XC16055,Bosque Protector Palo Seco,Song,2,1,0,,,,Y,,,1738.50,141.61,2075.10,1004.89,0.15,0.00,336.60,392.04,1959.55,464.40,1981.10,1726.60,2106.80,0.17,2043.40,380.20,2.00,0.54,0.17,2043.40,0.14,2106.80,0.17,2253.15,135009.93,2620.59,0.23,0.00,1885.71,1885.71,2620.59,0.23,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.72,1.00,1.03,1.00,0.81,1.00,1.39,1916.45,2002.60,1894.90,2024.10,464.40,462.25,86.10,0.00,129.20,572.79,3635.38,633.09,1981.10,2024.10,#DIV/0!,86.10,86.10,#DIV/0!,1938.00,1981.10,#DIV/0!,512.50,633.09,#DIV/0!,106.50,108.00,#DIV/0!
CW,Piciformes,Galbulidae,Galbula dea,Paradise Jacamar,dea,"Linden, Near",,,Guyana,,XC,XC247079,"Rio Grande forest reserve, Bolívar",Song,1,1,0,32,19.94,1.604814443,Y,JT,Resampled as single-note,955.20,0.00,1694.80,0.00,0.05,0.00,739.50,0.00,1593.50,0.00,1593.50,955.20,1694.80,0.05,1694.80,739.60,1.00,0.05,0.05,1694.80,0.05,1694.80,0.05,14500.00,0.00,14500.00,#DIV/0!,#DIV/0!,14500.00,14500.00,14500.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19.61,1.00,1.00,1.00,1.00,1.00,1.00,1119.70,1636.50,1119.70,1636.50,0.00,0.00,516.80,0.00,516.80,10133.33,0.00,10133.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Piciformes,Galbulidae,Galbula dea,Paradise Jacamar,dea,"Linden, Near",,,Guyana,,XC,XC247075,"Rio Grande forest reserve, Bolívar",Song,1,1,0,33,20.579,1.603576461,Y,JT,Resampled as single-note,974.50,0.00,1686.00,0.00,0.06,0.00,711.50,0.00,1593.50,0.00,1593.50,974.50,1686.00,0.06,1686.00,711.50,1.00,0.06,0.06,1686.00,0.06,1686.00,0.06,11663.93,0.00,11663.93,#DIV/0!,#DIV/0!,11663.93,11663.93,11663.93,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,1119.70,1636.50,1119.70,1636.50,0.00,0.00,516.80,0.00,516.80,8472.13,0.00,8472.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Piciformes,Galbulidae,Galbula dea,Paradise Jacamar,dea,"Linden, Near",,,Guyana,,XC,XC108088,"Cristalino Jungle Lodge, MT",Song,1,1,0,4,4.272,0.936329588,Y,JT,Resampled as single note,1047.70,0.00,3143.00,0.00,0.23,0.00,2095.30,0.00,2670.10,0.00,2670.10,1047.70,3143.00,0.23,3143.00,2095.30,1.00,0.23,0.23,3143.00,0.23,3143.00,0.23,9070.56,0.00,9070.56,#DIV/0!,#DIV/0!,9070.56,9070.56,9070.56,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2454.80,3057.70,2454.80,3057.70,0.00,0.00,602.90,0.00,602.90,2609.96,0.00,2609.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Piciformes,Galbulidae,Galbula dea,Paradise Jacamar,dea,"Linden, Near",,,Guyana,,XC,XC223292,"Alta Floresta area, Mato Grosso",Song,1,1,0,5,2.337,2.139495079,Y,JT,Resampled as single-note,1386.60,0.00,2049.10,0.00,0.10,0.00,662.50,0.00,1981.10,0.00,1981.10,1386.60,2049.10,0.10,2049.10,662.50,1.00,0.10,0.10,2049.10,0.10,2049.10,0.10,6973.68,0.00,6973.68,#DIV/0!,#DIV/0!,6973.68,6973.68,6973.68,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,1722.70,2024.10,1722.70,2024.10,0.00,0.00,301.50,0.00,301.40,3173.68,0.00,3173.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
